date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:02	17293/17293	---M-Z	200	added ('OK')	text/css	etag:%22b8c3165-438d-60135c1582da9-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/css/bootstrap-extended.css	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/css/bootstrap-extended.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:04	400/400	---MC-	200	added ('OK')	text/css	date:Fri,%2001%20Dec%202023%2016:31:03%20GMT	https://fonts.googleapis.com/css2?family=Roboto:wght@400;500&display=swap	/home/amanda/websites/Nikon/fonts.googleapis.com/css276c7.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:05	49275/49275	---M-Z	200	added ('OK')	text/css	etag:%22b8c3166-c07b-60135c15bfa52-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/css/app.css	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/css/app.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:07	135725/135725	---M-Z	200	added ('OK')	text/css	etag:%22b8c316b-2122d-60135c18c70a1-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/css/icons.css	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/css/icons.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:08	22569/22569	---M-Z	200	added ('OK')	text/css	etag:%22b8c3169-5829-60135c1749ef2-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/css/dark-theme.css	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/css/dark-theme.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:09	2848/2848	---M-Z	200	added ('OK')	text/css	etag:%22b8c316d-b20-60135c18ec262-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/css/semi-dark.css	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/css/semi-dark.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:09	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%22b8c316a-13d8-60135c17ae854-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/css/header-colors.css	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/css/header-colors.css	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:12	73016/73016	---M-Z	200	added ('OK')	text/html	etag:%22b8c30b8-11d38-60135c000b776-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-emailbox.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-emailbox.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:12	23985/23985	---M--	200	added ('OK')	image/png	etag:%22b8c31e3-5db1-60135c1ecd09f%22	https://codervent.com/gum/nikon/demo/vertical/ltr/assets/images/logo-icon.png	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/assets/images/logo-icon.png	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:17	64344/64344	---M-Z	200	added ('OK')	text/html	etag:%22b8c30aa-fb58-60135bff8dfa3-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-chat-box.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-chat-box.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:19	64218/64218	---M-Z	200	added ('OK')	text/html	etag:%22b8c30ba-fada-60135c00942f8-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-file-manager.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-file-manager.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:22	58233/58233	---M-Z	200	added ('OK')	text/html	etag:%22b8c30b7-e379-60135bff87a13-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-contact-list.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-contact-list.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:25	52321/52321	---M-Z	200	added ('OK')	text/html	etag:%22b8c30bd-cc61-60135c013aef3-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-to-do.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-to-do.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:28	54010/54010	---M-Z	200	added ('OK')	text/html	etag:%22b8c30bc-d2fa-60135c01331f3-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-invoice.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-invoice.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:29	51447/51447	---M-Z	200	added ('OK')	text/html	etag:%22b8c30bb-c8f7-60135c00a15e8-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/app-fullcalender.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/app-fullcalender.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:29	68150/68150	---M-Z	200	added ('OK')	text/html	etag:%22b8c310b-10a36-60135c149165c-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/widgets.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/widgets.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:30	62516/62516	---M-Z	200	added ('OK')	text/html	etag:%22b8c30eb-f434-60135c0be4af1-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-products.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-products.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:31	60369/60369	---M-Z	200	added ('OK')	text/html	etag:%22b8c30ea-ebd1-60135c0ba7a60-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-products-details.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-products-details.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:32	53401/53401	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e8-d099-60135c0b1d76d-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-add-new-products.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-add-new-products.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:33	60247/60247	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e9-eb57-60135c0b503ee-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-orders.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/ecommerce-orders.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:35	61947/61947	---M-Z	200	added ('OK')	text/html	etag:%22b8c30d5-f1fb-60135c057dc29-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-alerts.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-alerts.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:37	56414/56414	---M-Z	200	added ('OK')	text/html	etag:%22b8c30d4-dc5e-60135c0547128-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-accordions.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-accordions.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:38	55963/55963	---M-Z	200	added ('OK')	text/html	etag:%22b8c30d7-da9b-60135c0615dc4-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-badges.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-badges.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:38	96098/96098	---M-Z	200	added ('OK')	text/html	etag:%22b8c30d8-17762-60135c067ca4e-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-buttons.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-buttons.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:40	68252/68252	---M-Z	200	added ('OK')	text/html	etag:%22b8c30d9-10a9c-60135c069f4fe-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-cards.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-cards.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:42	59992/59992	---M-Z	200	added ('OK')	text/html	etag:%22b8c30da-ea58-60135c0704630-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-carousels.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-carousels.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:43	57577/57577	---M-Z	200	added ('OK')	text/html	etag:%22b8c30db-e0e9-60135c0723649-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-list-groups.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-list-groups.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:43	56153/56153	---M-Z	200	added ('OK')	text/html	etag:%22b8c30dc-db59-60135c079529b-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-media-object.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-media-object.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:45	71347/71347	---M-Z	200	added ('OK')	text/html	etag:%22b8c30dd-116b3-60135c07cf44c-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-modals.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-modals.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:46	78179/78179	---M-Z	200	added ('OK')	text/html	etag:%22b8c30df-13163-60135c086fab7-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-navs-tabs.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-navs-tabs.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:47	60028/60028	---M-Z	200	added ('OK')	text/html	etag:%22b8c30de-ea7c-60135c084186f-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-navbar.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-navbar.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:48	54722/54722	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e1-d5c2-60135c090227a-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-paginations.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-paginations.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:49	52129/52129	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e2-cba1-60135c095a4a4-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-popovers-tooltips.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-popovers-tooltips.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:49	54456/54456	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e3-d4b8-60135c0994655-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-progress-bars.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-progress-bars.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:51	56807/56807	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e4-dde7-60135c09e3bdf-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-spinners.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-spinners.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:52	54041/54041	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e0-d319-60135c08cabc1-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-notifications.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-notifications.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:53	54325/54325	---M-Z	200	added ('OK')	text/html	etag:%22b8c30d6-d435-60135c05ddb53-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/component-avtars-chips.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/component-avtars-chips.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:53	56515/56515	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e5-dcc3-60135c0a39ec8-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/content-grid-system.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/content-grid-system.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:54	52933/52933	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e7-cec5-60135c0ac592b-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/content-typography.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/content-typography.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:56	59091/59091	---M-Z	200	added ('OK')	text/html	etag:%22b8c30e6-e6d3-60135c0a928c2-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/content-text-utilities.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/content-text-utilities.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:57	199690/199690	---M-Z	200	added ('OK')	text/html	etag:%22b8c30ff-30c0a-60135c11acabe-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/icons-line-icons.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/icons-line-icons.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:58	112446/112446	---M-Z	200	added ('OK')	text/html	etag:%22b8c30fe-1b73e-60135c117290c-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/icons-feather-icons.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/icons-feather-icons.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:31:58	273432/273432	---M-Z	200	added ('OK')	text/html	etag:%22b8c30fd-42c18-60135c10fca52-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/icons-boxicons.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/icons-boxicons.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:00	50801/50801	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f4-c671-60135c0e45545-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-froala-editor.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-froala-editor.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:01	62398/62398	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f2-f3be-60135c0dbc1f2-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-elements.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-elements.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:02	63778/63778	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f5-f922-60135c0e8b276-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-input-group.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-input-group.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:03	56578/56578	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f7-dd02-60135c0f16509-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-radios-and-checkboxes.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-radios-and-checkboxes.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:04	71751/71751	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f6-11847-60135c0ed0007-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-layouts.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-layouts.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:05	59391/59391	---M-Z	200	added ('OK')	text/html	etag:%22b8c30fb-e7ff-60135c102e586-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-validations.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-validations.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:06	79797/79797	---M-Z	200	added ('OK')	text/html	etag:%22b8c30fc-137b5-60135c10dab59-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-wizard.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-wizard.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:07	49935/49935	---M-Z	200	added ('OK')	text/html	etag:%22b8c30fa-c30f-60135c1003605-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-text-editor.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-text-editor.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:08	51039/51039	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f3-c75f-60135c0df8e9b-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-file-upload.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-file-upload.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:09	51421/51421	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f1-c8dd-60135c0d6e3d8-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-date-time-pickes.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-date-time-pickes.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:11	92544/92544	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f9-16980-60135c0fa9c6c-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-select2.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-select2.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:12	52816/52816	---M-Z	200	added ('OK')	text/html	etag:%22b8c30f8-ce50-60135c0f6d792-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/form-repeater.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/form-repeater.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:13	56670/56670	---M-Z	200	added ('OK')	text/html	etag:%22b8c3107-dd5e-60135c136b736-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/table-basic-table.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/table-basic-table.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:13	75243/75243	---M-Z	200	added ('OK')	text/html	etag:%22b8c3108-125eb-60135c13b1080-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/table-datatable.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/table-datatable.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:14	5346/5346	---M-Z	200	added ('OK')	text/html	etag:%22b8c30c0-14e2-60135c01fa577-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-signin.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-signin.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:15	5900/5900	---M-Z	200	added ('OK')	text/html	etag:%22b8c30c1-170c-60135c0213fa0-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-signup.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-signup.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:16	1798/1798	---M-Z	200	added ('OK')	text/html	etag:%22b8c30be-706-60135c018eeb5-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-forgot-password.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-forgot-password.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:17	2221/2221	---M-Z	200	added ('OK')	text/html	etag:%22b8c30bf-8ad-60135c019ec9d-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-reset-password.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-basic-reset-password.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:19	5804/5804	---M-Z	200	added ('OK')	text/html	etag:%22b8c30ca-16ac-60135c02cfb8b-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-signin.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-signin.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:20	6401/6401	---M-Z	200	added ('OK')	text/html	etag:%22b8c30cb-1901-60135c02df58c-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-signup.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-signup.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:21	3874/3874	---M-Z	200	added ('OK')	text/html	etag:%22b8c30c2-f22-60135c0264c99-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-forgot-password.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-forgot-password.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:22	4112/4112	---M-Z	200	added ('OK')	text/html	etag:%22b8c30c3-1010-60135c0275a22-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-reset-password.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-cover-reset-password.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:24	6660/6660	---M-Z	200	added ('OK')	text/html	etag:%22b8c30ce-1a04-60135c03a26a7-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-header-footer-signin.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-header-footer-signin.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
17:32:25	7199/7199	---M-Z	200	added ('OK')	text/html	etag:%22b8c30cf-1c1f-60135c03b7698-gzip%22	https://codervent.com/gum/nikon/demo/vertical/ltr/auth-header-footer-signup.html	/home/amanda/websites/Nikon/codervent.com/gum/nikon/demo/vertical/ltr/auth-header-footer-signup.html	(from https://codervent.com/gum/nikon/demo/vertical/ltr/index.html)
